Age,Gender,CivilStatus,Nationality,Education,StayLength,Industry,Tenure,Role,Income,POS_Recog_1,POS_Recog_2,POS_Recog_3,POS_Recog_4,POS_Recog_5,POS_Sup_1,POS_Sup_2,POS_Sup_3,POS_Sup_4,POS_Sup_5,POS_Cond_1,POS_Cond_2,POS_Cond_3,POS_Cond_4,POS_Cond_5,POS_Fair_1,POS_Fair_2,POS_Fair_3,POS_Fair_4,POS_Fair_5,ES_Int_1,ES_Int_2,ES_Int_3,ES_Int_4,ES_Int_5,ES_Ext_1,ES_Ext_2,ES_Ext_3,ES_Ext_4,ES_Ext_5,POS_Recog_Mean,POS_Sup_Mean,POS_Cond_Mean,POS_Fair_Mean,ES_Int_Mean,ES_Ext_Mean,POS_Total_Mean,ES_Total_Mean,POS_Group
Female,Married,Bhutanese ,Bachelor's Degree,1 - 2 years,Hospitality / Tourism,6 months to 1 year,"Workforce (Staff, Member, Worker, Entry-Level)","$2,001 - $3,000",Agree,4,3,4,4,3,4,4,4,4,4,3,4,3,4,5,4,3,4,4,3,4,4,3,3,4,3,3,3,4,,3.6,4.0,3.8,3.6,3.6,3.25,3.75,3.4444444444444446,Moderate Support
Male,Married,Thai,Master's Degree,3 - 4 years,Hospitality / Tourism,2 -3 years,"Workforce (Staff, Member, Worker, Entry-Level)","$2,001 - $3,000",Agree,3,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,5,4,3,4,5,4,5,5,4,4,4,4,5,,3.6,3.8,3.8,4.0,4.6,4.25,3.8,4.444444444444445,Moderate Support
Female,Single,Thai / Thailand,Master's Degree,1 - 2 years,Business / Finance,Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","$2,001 - $3,000",Agree,5,3,4,5,4,4,4,4,4,5,4,5,5,5,5,4,4,4,5,4,5,4,3,3,2,3,2,4,3,,4.2,4.2,4.8,4.2,3.4,3.0,4.35,3.2222222222222223,High Support
Male,Single,Indian / India,Master's Degree,1 - 2 years,Hospitality / Tourism,6 months to 1 year,"Workforce (Staff, Member, Worker, Entry-Level)","$2,001 - $3,000",Strongly Agree,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,4.0,5.0,5.0,5.0,5.0,5.0,4.75,5.0,High Support
Female,Married,Sri Lankan / Sri Lanka,Others,Less than 1 year,Business / Finance,4 years and above,Executive Level (Top level of Leadership),"Below $2,000",Strongly Agree,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4.2,4.0,4.0,4.0,4.0,4.0,4.05,4.0,High Support
Female,Married,Brazilian/Brazil ,Master's Degree,1 - 2 years,Information Technology,Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Neutral,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Low Support
Male,Single,Chinese / China,Bachelor's Degree,5 years and above,Information Technology,6 months to 1 year,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Neutral,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Low Support
Male,Single,Latin,Master's Degree,1 - 2 years,Others (please specify),2 -3 years,Executive Level (Top level of Leadership),"$4,0001 - $5,000",Strongly Agree,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,1,2,2,3,3,3,2,2,3,1,2,3,,2.8,3.0,3.0,2.4,2.6,2.25,2.8,2.4444444444444446,Low Support
Female,Married,Nepalese ,Master's Degree,1 - 2 years,Healthcare,2 -3 years,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Agree,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3.4,3.0,3.0,3.0,3.0,3.0,3.1,3.0,Low Support
Female,Married,Fiji,Others,3 - 4 years,Healthcare,2 -3 years,"Senior/Middle Management (Supervisor, Manager)","$4,0001 - $5,000",Strongly Agree,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,4.6,5.0,5.0,5.0,5.0,5.0,4.9,5.0,High Support
Male,Married,Chinese / China,Master's Degree,Less than 1 year,Education,4 years and above,Executive Level (Top level of Leadership),"$4,0001 - $5,000",Strongly Agree,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,High Support
Female,Married,Sri Lankan / Sri Lanka,Bachelor's Degree,Less than 1 year,Hospitality / Tourism,Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Strongly Agree,5,4,4,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,3.8,4.0,4.0,4.0,4.0,4.0,3.95,4.0,Moderate Support
Female,Married,Chinese / China,Master's Degree,3 - 4 years,Hospitality / Tourism,Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Neutral,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Low Support
Female,Married,Indonesia,Master's Degree,Less than 1 year,Hospitality / Tourism,4 years and above,"Senior/Middle Management (Supervisor, Manager)","$4,0001 - $5,000",Neutral,4,3,4,4,3,3,4,5,5,3,3,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,3,4,,3.6,4.0,3.8,4.2,4.2,3.75,3.9,4.0,Moderate Support
Female,Married,New Zealander / New Zealand,Doctorate Degree,1 - 2 years,Business / Finance,Less than 6 months,"Senior/Middle Management (Supervisor, Manager)","$4,0001 - $5,000",Neutral,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Low Support
Male,Married,Sri Lankan / Sri Lanka,Bachelor's Degree,Less than 1 year,Healthcare,6 months to 1 year,"Senior/Middle Management (Supervisor, Manager)","$3,001 - $4,000",Agree,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,,4.0,4.6,4.0,4.0,4.0,3.5,4.15,3.7777777777777777,High Support
Female,Married,Filipino / Philippines,Bachelor's Degree,Less than 1 year,Others,Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Neutral,4,3,3,3,4,3,3,4,4,4,3,4,3,4,4,4,4,4,4,5,5,5,4,4,3,3,3,3,3,,3.4,3.6,3.6,4.2,4.2,3.0,3.7,3.6666666666666665,Moderate Support
Female,Married,Sri Lankan / Sri Lanka,Master's Degree,Less than 1 year,Education,Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Strongly Agree,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4.4,4.0,4.0,4.0,4.0,4.0,4.1,4.0,High Support
Female,Married,Indian / India,Master's Degree,Less than 1 year,Others (please specify),6 months to 1 year,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Strongly Agree,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,High Support
Male,Single,Indian / India,Master's Degree,3 - 4 years,Business / Finance,Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Strongly Agree,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,High Support
Female,Single,Indian / India,Master's Degree,Less than 1 year,Hospitality / Tourism,6 months to 1 year,Executive Level (Top level of Leadership),"Below $2,000",Neutral,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,3,4,4,4,4,4,3,3,4,3,3,,3.0,3.0,3.2,3.6,3.8,3.25,3.2,3.5555555555555554,Low Support
Female,Married,Chinese / China,Bachelor's Degree,1 - 2 years,Education,2 -3 years,Executive Level (Top level of Leadership),"$2,001 - $3,000",Agree,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,,4.0,4.0,3.6,3.6,4.0,4.0,3.8,4.0,Moderate Support
Female,Single,Indian / India,Master's Degree,Less than 1 year,Education,Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Disagree,1,1,2,2,1,4,4,2,4,2,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,,1.4,3.2,4.0,3.8,3.0,4.0,3.1,3.4444444444444446,Low Support
Female,Married,Indian / India,Bachelor's Degree,3 - 4 years,Hospitality / Tourism,2 -3 years,"Senior/Middle Management (Supervisor, Manager)","$2,001 - $3,000",Neutral,5,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,4,3,3,3,4,4,4,4,,3.8,4.0,3.8,3.6,3.2,4.0,3.8,3.5555555555555554,Moderate Support
Male,Single,Indian / India,Bachelor's Degree,Less than 1 year,Others,Less than 6 months,"Senior/Middle Management (Supervisor, Manager)","Below $2,000",Strongly Agree,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,High Support
Male,Single,Indian / India,Master's Degree,1 - 2 years,Information Technology,6 months to 1 year,"Senior/Middle Management (Supervisor, Manager)","Above $5,000",Agree,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Low Support
Female,Single,Filipino / Philippines,Bachelor's Degree,1 - 2 years,Healthcare,6 months to 1 year,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Agree,4,4,4,5,4,4,5,4,5,4,4,4,5,5,4,4,4,4,4,5,4,5,5,5,4,5,4,4,4,,4.2,4.4,4.4,4.2,4.6,4.25,4.3,4.444444444444445,High Support
Male,Married,Filipino / Philippines,Master's Degree,5 years and above,Healthcare,2 -3 years,"Workforce (Staff, Member, Worker, Entry-Level)","Above $5,000",Agree,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Moderate Support
Female,Married,Chinese / China,Bachelor's Degree,1 - 2 years,Business / Finance,6 months to 1 year,"Workforce (Staff, Member, Worker, Entry-Level)","$2,001 - $3,000",Disagree,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Moderate Support
Male,Married,Brazilian,Master's Degree,Less than 1 year,Others (please specify),Less than 6 months,"Senior/Middle Management (Supervisor, Manager)","Above $5,000",Strongly Disagree,4,3,4,2,4,3,4,5,3,2,1,3,4,4,4,2,2,5,3,4,4,4,5,2,2,3,3,2,1,,3.4,3.4,3.2,3.2,3.4,2.25,3.3,2.888888888888889,Low Support
Female,Single,Indian / India,Master's Degree,Less than 1 year,Business / Finance,6 months to 1 year,"Senior/Middle Management (Supervisor, Manager)","Below $2,000",Neutral,4,3,2,3,3,2,3,2,2,3,2,3,3,4,4,2,3,4,4,4,5,4,3,3,3,4,4,4,4,,3.0,2.4,3.2,3.4,3.6,4.0,3.0,3.7777777777777777,Low Support
Female,Single,New Zealander / New Zealand,Doctorate Degree,3 - 4 years,Healthcare,Less than 6 months,Executive Level (Top level of Leadership),"Above $5,000",Strongly Disagree,4,1,2,2,4,2,2,4,3,1,4,4,2,1,1,1,1,4,3,1,3,5,3,1,2,1,1,1,2,,2.6,2.4,2.4,2.0,2.8,1.25,2.35,2.111111111111111,Low Support
Female,Married,Chinese / China,Bachelor's Degree,1 - 2 years,Others,6 months to 1 year,"Workforce (Staff, Member, Worker, Entry-Level)","$3,001 - $4,000",Neutral,3,3,3,3,2,3,4,3,4,4,3,3,3,4,3,4,3,3,3,3,3,3,4,4,4,4,3,3,3,,2.8,3.6,3.2,3.2,3.6,3.25,3.2,3.4444444444444446,Low Support
Female,Married,Indian / India,Master's Degree,1 - 2 years,Business / Finance,2 -3 years,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Agree,4,4,4,4,3,3,4,3,3,3,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,4,4,4,4,,3.8,3.2,3.8,3.6,3.8,4.0,3.6,3.888888888888889,Moderate Support
Female,Married,Sri Lankan / Sri Lanka,Bachelor's Degree,Less than 1 year,Business / Finance,Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Neutral,4,3,3,4,3,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,3,3,3,4,4,3,4,4,,3.4,4.0,3.6,3.8,3.4,3.75,3.7,3.5555555555555554,Moderate Support
Female,Single,Chinese / China,Bachelor's Degree,1 - 2 years,Others,Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Strongly Agree,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,4,4,4,4,3,4,3,3,3,3,3,3,4,4,,5.0,4.8,3.6,3.8,3.2,3.5,4.3,3.3333333333333335,High Support
Male,Married,Sri Lankan / Sri Lanka,Master's Degree,Less than 1 year,Others (please specify),Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","$2,001 - $3,000",Strongly Agree,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Moderate Support
Female,Married,Indian / India,Bachelor's Degree,1 - 2 years,Hospitality / Tourism,Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","$2,001 - $3,000",Agree,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,3,2,2,3,4,4,3,4,,4.0,4.0,3.4,4.0,2.8,3.75,3.85,3.2222222222222223,Moderate Support
Female,Single,Filipino / Philippines,Bachelor's Degree,Less than 1 year,Hospitality / Tourism,Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","$2,001 - $3,000",Agree,4,4,3,4,4,4,4,4,4,4,2,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,2,3,4,,3.8,4.0,3.6,4.0,4.0,3.25,3.85,3.6666666666666665,Moderate Support
Female,Single,Chinese / China,Bachelor's Degree,5 years and above,Education,Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","$3,001 - $4,000",Agree,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,3,5,4,5,4,4,4,4,3,5,3,,3.4,4.0,3.8,3.6,4.2,3.75,3.7,4.0,Moderate Support
Male,Married,Korean,Bachelor's Degree,3 - 4 years,Education,2 -3 years,"Senior/Middle Management (Supervisor, Manager)","$4,0001 - $5,000",Strongly Agree,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,5,,4.0,4.0,4.0,4.0,4.2,4.5,4.0,4.333333333333333,Moderate Support
Female,Married,Indian / India,Master's Degree,Less than 1 year,Hospitality / Tourism,Less than 6 months,Executive Level (Top level of Leadership),"Below $2,000",Neutral,3,4,3,3,3,3,4,3,4,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,,3.2,3.4,3.0,3.4,3.0,3.0,3.25,3.0,Low Support
Male,Single,Chinese / China,Doctorate Degree,1 - 2 years,Education,6 months to 1 year,Executive Level (Top level of Leadership),"Below $2,000",Disagree,2,3,2,1,3,2,3,2,3,2,3,3,4,3,2,3,3,3,2,2,2,2,1,4,4,4,4,4,3,,2.2,2.4,3.0,2.6,2.6,3.75,2.55,3.111111111111111,Low Support
Female,Single,Mongolia,Master's Degree,Less than 1 year,Others (please specify),4 years and above,"Senior/Middle Management (Supervisor, Manager)","Above $5,000",Agree,2,3,4,3,1,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,2.6,3.2,3.0,3.0,3.0,3.0,2.95,3.0,Low Support
Female,Married,Sri Lankan / Sri Lanka,Master's Degree,3 - 4 years,Education,6 months to 1 year,"Workforce (Staff, Member, Worker, Entry-Level)","$3,001 - $4,000",Disagree,2,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,3.2,4.0,4.0,4.0,4.0,4.0,3.8,4.0,Moderate Support
Male,Married,Sri Lankan / Sri Lanka,Bachelor's Degree,1 - 2 years,Information Technology,6 months to 1 year,"Senior/Middle Management (Supervisor, Manager)","Above $5,000",Agree,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Moderate Support
Female,Married,Chinese / China,Master's Degree,1 - 2 years,Others (please specify),6 months to 1 year,"Senior/Middle Management (Supervisor, Manager)","$3,001 - $4,000",Agree,4,5,5,3,4,5,4,5,5,4,4,3,3,4,3,4,5,4,4,3,4,4,5,4,5,4,3,4,4,,4.2,4.6,3.4,4.0,4.4,3.75,4.05,4.111111111111111,High Support
Male,Single,Sri Lankan / Sri Lanka,Master's Degree,Less than 1 year,Business / Finance,Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","$4,0001 - $5,000",Neutral,3,3,3,3,4,3,4,4,3,4,3,3,2,3,2,2,2,2,3,3,4,4,4,4,3,3,4,3,3,,3.2,3.6,2.6,2.4,3.8,3.25,2.95,3.5555555555555554,Low Support
Female,Single,Chinese / China,Master's Degree,Less than 1 year,Education,Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Agree,3,4,4,4,3,4,5,4,4,3,2,2,3,3,2,4,4,4,4,4,4,3,4,5,5,2,3,2,2,,3.6,4.0,2.4,4.0,4.2,2.25,3.5,3.3333333333333335,Moderate Support
Female,Single,Chinese / China,Bachelor's Degree,Less than 1 year,Education,4 years and above,"Senior/Middle Management (Supervisor, Manager)","$3,001 - $4,000",Neutral,2,2,3,3,4,3,3,4,4,3,2,3,3,4,3,3,3,4,3,3,4,3,4,3,3,5,4,4,4,,2.8,3.4,3.0,3.2,3.4,4.25,3.1,3.7777777777777777,Low Support
Male,Single,Chinese / China,Master's Degree,3 - 4 years,Hospitality / Tourism,2 -3 years,"Senior/Middle Management (Supervisor, Manager)","$4,0001 - $5,000",Strongly Agree,5,5,5,5,5,5,4,3,3,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,4,3,,5.0,3.8,4.4,5.0,4.8,3.25,4.55,4.111111111111111,High Support
Female,Married,Indonesia ,Master's Degree,Less than 1 year,Education,Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Agree,4,4,4,4,4,4,4,5,5,3,4,4,4,4,5,4,5,4,5,4,5,4,4,5,3,2,4,4,4,,4.0,4.2,4.2,4.4,4.2,3.5,4.2,3.888888888888889,High Support
Male,Single,Filipino / Philippines,Bachelor's Degree,Less than 1 year,Business / Finance,6 months to 1 year,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Agree,4,4,4,4,4,3,3,3,4,4,3,3,4,4,4,4,2,4,4,4,3,4,4,4,2,2,2,2,3,,4.0,3.4,3.6,3.6,3.4,2.25,3.65,2.888888888888889,Moderate Support
Female,Married,Filipino / Philippines,Master's Degree,1 - 2 years,Education,6 months to 1 year,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Neutral,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,2,3,3,,3.8,3.8,4.0,3.8,3.8,2.75,3.85,3.3333333333333335,Moderate Support
Male,Married,Sri Lankan / Sri Lanka,Bachelor's Degree,Less than 1 year,Others,Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Neutral,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Low Support
Male,Married,Sri Lankan / Sri Lanka,Master's Degree,Less than 1 year,Hospitality / Tourism,Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","$2,001 - $3,000",Neutral,4,3,5,2,5,2,4,4,3,2,4,3,3,5,2,4,4,4,3,3,3,3,4,4,2,2,5,1,2,,3.8,3.0,3.4,3.6,3.2,2.5,3.45,2.888888888888889,Low Support
Male,Married,Bhutan,Bachelor's Degree,Less than 1 year,Others,Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Neutral,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Low Support
Female,Married,Indian / India,Master's Degree,Less than 1 year,Others (please specify),6 months to 1 year,"Workforce (Staff, Member, Worker, Entry-Level)","$2,001 - $3,000",Strongly Disagree,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,2,2,1,1,1,,1.0,1.6,1.0,1.0,2.2,1.25,1.15,1.7777777777777777,Low Support
Male,Married,Bhutanese ,Bachelor's Degree,3 - 4 years,Hospitality / Tourism,4 years and above,"Workforce (Staff, Member, Worker, Entry-Level)","$4,0001 - $5,000",Strongly Agree,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,High Support
Female,Married,Sri Lankan / Sri Lanka,Master's Degree,Less than 1 year,Business / Finance,Less than 6 months,"Senior/Middle Management (Supervisor, Manager)","Below $2,000",Agree,4,3,3,5,5,5,5,5,5,3,3,3,3,3,5,3,3,3,3,5,5,5,5,5,3,5,5,5,3,,4.0,4.6,3.4,3.4,4.6,4.5,3.85,4.555555555555555,Moderate Support
Female,Married,Nepalese ,Master's Degree,1 - 2 years,Healthcare,2 -3 years,"Workforce (Staff, Member, Worker, Entry-Level)","$3,001 - $4,000",Neutral,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Low Support
Female,Married,Filipino / Philippines,Master's Degree,Less than 1 year,Others (please specify),4 years and above,"Senior/Middle Management (Supervisor, Manager)","Above $5,000",Strongly Agree,5,5,5,5,4,3,4,4,5,5,3,3,5,5,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,,4.8,4.2,4.0,4.2,5.0,5.0,4.3,5.0,High Support
Female,Married,Chinese / China,Master's Degree,Less than 1 year,Others,Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Neutral,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,3,3,3,3,3,3,2,3,4,3,3,3,3,3,,3.0,3.0,3.2,3.0,3.0,3.0,3.05,3.0,Low Support
Female,Married,Indian / India,Master's Degree,1 - 2 years,Healthcare,6 months to 1 year,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Neutral,3,3,3,4,3,2,2,3,4,3,3,3,3,3,2,4,2,4,4,4,4,4,4,4,2,3,3,3,4,,3.2,2.8,2.8,3.6,3.6,3.25,3.1,3.4444444444444446,Low Support
Female,Single,Chinese / China,Bachelor's Degree,1 - 2 years,Healthcare,6 months to 1 year,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Strongly Disagree,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,,2.6,3.0,3.0,3.0,3.0,3.5,2.9,3.2222222222222223,Low Support
Male,Single,Nepal,Bachelor's Degree,1 - 2 years,Healthcare,Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Neutral,3,3,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,3.0,3.6,3.8,4.0,4.0,4.0,3.6,4.0,Moderate Support
Female,Married,Filipino / Philippines,Master's Degree,Less than 1 year,Healthcare,Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","$2,001 - $3,000",Strongly Agree,5,2,4,4,4,4,4,4,4,4,4,4,4,5,4,2,2,2,2,2,2,5,4,5,2,2,2,2,2,,3.8,4.0,4.2,2.0,3.6,2.0,3.5,2.888888888888889,Moderate Support
Female,Married,Nepal,Master's Degree,1 - 2 years,Hospitality / Tourism,6 months to 1 year,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Strongly Agree,5,5,5,5,5,3,4,4,5,3,4,4,3,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,,5.0,3.8,3.8,4.2,5.0,4.0,4.2,4.555555555555555,High Support
Female,Married,Nepal,Master's Degree,1 - 2 years,Healthcare,6 months to 1 year,"Senior/Middle Management (Supervisor, Manager)","Below $2,000",Neutral,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Low Support
Male,Single,Chinese / China,Master's Degree,3 - 4 years,Information Technology,Less than 6 months,"Senior/Middle Management (Supervisor, Manager)","$3,001 - $4,000",Neutral,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Low Support
Female,Married,Latinoamerican,Master's Degree,3 - 4 years,Business / Finance,Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","$2,001 - $3,000",Agree,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,,4.0,4.0,4.0,4.0,3.8,4.0,4.0,3.888888888888889,Moderate Support
Female,Single,European,Master's Degree,3 - 4 years,Business / Finance,Less than 6 months,"Senior/Middle Management (Supervisor, Manager)","Below $2,000",Neutral,5,3,3,3,4,4,5,4,3,2,3,4,5,5,3,1,2,4,1,2,4,4,1,1,3,3,3,1,1,,3.6,3.6,4.0,2.0,2.6,2.0,3.3,2.3333333333333335,Low Support
Male,Single,Indian / India,Master's Degree,1 - 2 years,Healthcare,2 -3 years,"Senior/Middle Management (Supervisor, Manager)","$4,0001 - $5,000",Neutral,3,4,5,5,4,4,3,3,3,3,3,5,5,5,4,4,5,5,4,4,4,4,4,4,4,4,4,5,5,,4.2,3.2,4.4,4.4,4.0,4.5,4.05,4.222222222222222,High Support
Male,Single,Filipino / Philippines,Bachelor's Degree,Less than 1 year,Hospitality / Tourism,Less than 6 months,"Workforce (Staff, Member, Worker, Entry-Level)","Below $2,000",Agree,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Moderate Support
